Title,Price,Datetime
Steve Jobs: A Biography,25.99,15/11/2022 17:02:19
Steve Jobs: A Biography,"25,99",15/11/2022 17:02:21
Steve Jobs: A Biography,"25,99",15/11/2022 17:02:31
Steve Jobs: A Biography,"25,99",15/11/2022 17:02:40
Steve Jobs: A Biography,"25,99",15/11/2022 17:02:53
Steve Jobs: A Biography,"25,99",15/11/2022 17:03:04
